MESH_ID	Dict_MESH
D005130	{'D005128': 1, 'D005130': 0, 'D013568': 3, 'D010335': 2, 'D006470': 1, 'D012816': 2, 'D005132': 1}
D005131	{'D005128': 1, 'D005131': 0, 'D014947': 4, 'D020196': 3, 'D006259': 2, 'D005151': 1, 'D009422': 4}
D005134	{'D005128': 1, 'D005134': 0, 'D009369': 2, 'D009371': 1}
D005141	{'D005128': 1, 'D005141': 0}
D005142	{'D005128': 2, 'D005134': 1, 'D005142': 0, 'D005141': 1, 'D009369': 4, 'D009371': 3, 'D006258': 2, 'D005153': 1}
D005146	{'D013568': 2, 'D020763': 1, 'D005146': 0}
D005150	{'D009422': 3, 'D003389': 2, 'D005155': 1, 'D005150': 0, 'D009057': 2, 'D009059': 1}
D005151	{'D014947': 3, 'D020196': 2, 'D006259': 1, 'D005151': 0, 'D009422': 3}
D005155	{'D009422': 2, 'D003389': 1, 'D005155': 0, 'D009057': 2, 'D009059': 1}
D005156	{'D009422': 3, 'D003389': 2, 'D005155': 1, 'D005156': 0, 'D009057': 3, 'D009059': 2}
D005157	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D005157': 0}
D005158	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010243': 1, 'D005158': 0, 'D009422': 3, 'D009057': 2, 'D009059': 1}
D005162	{'D001523': 2, 'D013001': 1, 'D005162': 0}
D005166	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005166': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005168	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005168': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005171	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005171': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005173	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005173': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005175	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005175': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005177	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D005177': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D005183	{'D013568': 2, 'D012816': 1, 'D005183': 0}
D005184	{'D000091642': 4, 'D005261': 4, 'D052776': 3, 'D005831': 2, 'D000291': 1, 'D005184': 0, 'D000091662': 3}
D005185	{'D009369': 4, 'D009371': 3, 'D014565': 2, 'D005833': 1, 'D005185': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D005831': 3, 'D000291': 2, 'D005184': 1, 'D000091662': 4}
D005198	{'D009358': 3, 'D030342': 2, 'D015499': 1, 'D005198': 0, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D052801': 4}
D005208	{'D009140': 1, 'D005208': 0}
D005211	{'D007239': 3, 'D010272': 2, 'D006373': 2, 'D014201': 1, 'D005211': 0, 'D008109': 1, 'D004066': 3, 'D008107': 2}
D005215	{'D001520': 3, 'D001519': 2, 'D005247': 1, 'D005215': 0, 'D010829': 4, 'D000066888': 3, 'D009747': 2, 'D004032': 1}
D005218	{'D013568': 3, 'D010335': 2, 'D009336': 1, 'D005218': 0}
D005221	{'D013568': 2, 'D012816': 1, 'D005221': 0}
D005235	{'D064419': 5, 'D019966': 4, 'D019973': 3, 'D020751': 2, 'D008108': 1, 'D005235': 0, 'D004066': 3, 'D008107': 2, 'D005234': 1}
D005239	{'D001520': 2, 'D004644': 1, 'D005239': 0}
D005242	{'D004066': 4, 'D005767': 3, 'D007410': 2, 'D012002': 1, 'D005242': 0}
D005258	{'D009140': 3, 'D007592': 3, 'D001168': 2, 'D001172': 1, 'D005258': 0, 'D012216': 2, 'D017437': 4, 'D003240': 3, 'D007154': 3, 'D001327': 2}
D005264	{'D014947': 2, 'D050723': 1, 'D005264': 0, 'D007869': 1}
D005265	{'D014947': 3, 'D050723': 3, 'D005264': 2, 'D006620': 1, 'D005265': 0, 'D025981': 2, 'D007869': 3}
D005307	{'D013812': 3, 'D012099': 2, 'D027724': 1, 'D005307': 0, 'D008919': 3}
D005315	{'D009358': 1, 'D005315': 0, 'D000091642': 3, 'D005261': 2, 'D011248': 1}
D005322	{'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D007744': 1, 'D005322': 0}
D005329	{'D001523': 2, 'D010262': 1, 'D005329': 0}
D005334	{'D013568': 3, 'D012816': 2, 'D001832': 1, 'D005334': 0}
D005337	{'D000602': 3, 'D011506': 2, 'D001798': 1, 'D005337': 0}
D005342	{'D002943': 4, 'D001790': 3, 'D006487': 2, 'D001777': 1, 'D005342': 0}
D005348	{'D017437': 3, 'D012871': 2, 'D001941': 1, 'D005348': 0}
D005350	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 2, 'D018218': 1, 'D005350': 0}
D005354	{'D009369': 4, 'D009370': 3, 'D018204': 2, 'D009372': 2, 'D018218': 1, 'D005354': 0, 'D012509': 1}
D005355	{'D013568': 2, 'D010335': 1, 'D005355': 0}
D005356	{'D009140': 2, 'D009135': 1, 'D005356': 0, 'D012216': 1, 'D009422': 3, 'D009468': 2}
D005357	{'D009140': 4, 'D001847': 3, 'D001848': 2, 'D010009': 1, 'D005357': 0}
D005359	{'D009140': 5, 'D001847': 4, 'D001848': 3, 'D010009': 2, 'D005357': 1, 'D005359': 0}
D005368	{'D007239': 6, 'D010272': 5, 'D006373': 4, 'D009349': 3, 'D017190': 2, 'D017205': 1, 'D005368': 0}
D005391	{'D001523': 2, 'D007174': 1, 'D005391': 0}
D005401	{'D004066': 5, 'D005767': 4, 'D007410': 3, 'D012002': 2, 'D001004': 1, 'D005401': 0}
D005402	{'D013568': 2, 'D020763': 1, 'D005402': 0}
D005409	{'D014947': 2, 'D013898': 1, 'D005409': 0}
D005414	{'D013568': 3, 'D012816': 2, 'D012817': 1, 'D005414': 0}
D005434	{'D003933': 5, 'D019937': 4, 'D019411': 3, 'D003584': 2, 'D002469': 1, 'D005434': 0, 'D003592': 1, 'D008919': 3, 'D002623': 5, 'D010783': 4, 'D008163': 3, 'D005470': 2}
D005483	{'D013568': 3, 'D012816': 2, 'D012877': 1, 'D005483': 0}
D005490	{'D007239': 1, 'D005490': 0}
D005494	{'D009750': 6, 'D009748': 5, 'D044342': 4, 'D003677': 3, 'D001361': 2, 'D014804': 1, 'D005494': 0}
D005499	{'D017437': 3, 'D012871': 2, 'D006201': 1, 'D005499': 0}
D005512	{'D007154': 3, 'D006967': 2, 'D006969': 1, 'D005512': 0}
D005517	{'D064419': 2, 'D011041': 1, 'D005517': 0}
D005530	{'D009140': 1, 'D005530': 0}
D005536	{'D000820': 1, 'D005536': 0, 'D007239': 4, 'D014777': 3, 'D012327': 2, 'D010850': 1}
D005547	{'D014947': 1, 'D005547': 0}
D005549	{'D013568': 3, 'D010335': 2, 'D007249': 1, 'D005549': 0, 'D014947': 2, 'D005547': 1}
D005585	{'D000820': 2, 'D001715': 1, 'D005585': 0, 'D007239': 4, 'D014777': 3, 'D012327': 2, 'D009976': 1}
D005588	{'D017437': 4, 'D012871': 3, 'D013543': 2, 'D008883': 1, 'D005588': 0}
D005597	{'D014947': 2, 'D050723': 1, 'D005597': 0}
D005598	{'D014947': 2, 'D050723': 1, 'D005598': 0}
D005600	{'D009358': 4, 'D000013': 3, 'D025063': 2, 'D025064': 1, 'D005600': 0, 'D030342': 3, 'D040181': 2, 'D038901': 1, 'D020271': 2, 'D009422': 5, 'D009461': 4, 'D019954': 3, 'D008607': 2}
D005621	{'D009358': 4, 'D030342': 3, 'D020271': 2, 'D013132': 1, 'D005621': 0, 'D009750': 3, 'D008659': 2, 'D028361': 1, 'D009422': 4, 'D002493': 3, 'D001927': 3, 'D002526': 2, 'D013118': 2, 'D019636': 3}
D005627	{'D014947': 1, 'D000067390': 1, 'D005627': 0}
D005633	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D015318': 1, 'D005633': 0, 'D009750': 5, 'D008659': 4}
D005639	{'D001520': 2, 'D004644': 1, 'D005639': 0}
D005660	{'D009140': 2, 'D001847': 2, 'D001848': 1, 'D005660': 0, 'D009139': 1, 'D009358': 3, 'D000013': 2}
D005667	{'D017437': 5, 'D012871': 4, 'D012874': 3, 'D017192': 2, 'D013207': 1, 'D005667': 0, 'D000820': 2, 'D005393': 1, 'D007239': 4, 'D001423': 4, 'D001424': 3, 'D016908': 3, 'D013203': 2}
D005674	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D045825': 1, 'D005674': 0}
D005693	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D020739': 1, 'D005693': 0, 'D002239': 1, 'D009750': 4, 'D008659': 3, 'D001928': 2, 'D009422': 5, 'D002493': 4, 'D001927': 3}
D005705	{'D004066': 2, 'D001660': 1, 'D005705': 0}
D005706	{'D009369': 4, 'D009371': 3, 'D004067': 2, 'D001661': 1, 'D005706': 0, 'D004066': 3, 'D001660': 2, 'D005705': 1}
D005715	{'D001520': 3, 'D001519': 2, 'D012309': 1, 'D005715': 0, 'D001523': 2, 'D007174': 1}
D005723	{'D045762': 5, 'D004798': 4, 'D014166': 3, 'D000217': 2, 'D019881': 1, 'D005723': 0}
D005729	{'D009369': 4, 'D009370': 3, 'D009373': 3, 'D017599': 2, 'D018302': 1, 'D005729': 0, 'D009375': 2, 'D009380': 3}
D005734	{'D013568': 3, 'D010335': 2, 'D009336': 1, 'D005734': 0}
D005738	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016908': 2, 'D003015': 1, 'D005738': 0}
D005739	{'D064419': 2, 'D011041': 1, 'D005739': 0}
D005743	{'D013514': 2, 'D013505': 1, 'D005743': 0}
D005747	{'D013568': 4, 'D020763': 3, 'D005402': 2, 'D016154': 1, 'D005747': 0, 'D004066': 2}
D005756	{'D004066': 3, 'D005767': 2, 'D005759': 1, 'D005756': 0, 'D013272': 1}
D005757	{'D004066': 4, 'D005767': 3, 'D005759': 2, 'D005756': 1, 'D005757': 0, 'D013272': 2}
D005758	{'D004066': 4, 'D005767': 3, 'D005759': 2, 'D005756': 1, 'D005758': 0, 'D013272': 2}
D005759	{'D004066': 2, 'D005767': 1, 'D005759': 0}
D005764	{'D004066': 5, 'D005767': 4, 'D004935': 3, 'D003680': 2, 'D015154': 1, 'D005764': 0}
D005767	{'D004066': 1, 'D005767': 0}
D005770	{'D009369': 3, 'D009371': 2, 'D004067': 1, 'D005770': 0, 'D004066': 2, 'D005767': 1}
D005776	{'D009358': 6, 'D030342': 5, 'D008661': 4, 'D020739': 3, 'D020140': 2, 'D013106': 1, 'D005776': 0, 'D008052': 3, 'D008064': 2, 'D016464': 3, 'D009750': 6, 'D008659': 5, 'D001928': 4, 'D009422': 7, 'D002493': 6, 'D001927': 5, 'D052439': 4}
D005831	{'D000091642': 2, 'D005261': 2, 'D052776': 1, 'D005831': 0, 'D000091662': 1}
D005832	{'D000091642': 2, 'D000091662': 1, 'D005832': 0, 'D052801': 1}
D005833	{'D009369': 3, 'D009371': 2, 'D014565': 1, 'D005833': 0, 'D000091642': 2, 'D005261': 3, 'D052776': 2, 'D005831': 1, 'D000091662': 2}
D005834	{'D009369': 3, 'D009371': 2, 'D014565': 1, 'D005834': 0, 'D000091642': 2, 'D000091662': 2, 'D005832': 1, 'D052801': 2}
D005847	{'D007239': 3, 'D001423': 2, 'D009181': 1, 'D005847': 0}
D005862	{'D013568': 6, 'D012816': 5, 'D009461': 4, 'D019954': 3, 'D010468': 2, 'D000377': 1, 'D005862': 0, 'D009422': 5, 'D001520': 4}
D005871	{'D006425': 3, 'D008206': 2, 'D008232': 1, 'D005871': 0, 'D007154': 3, 'D007160': 2}
D005873	{'D007239': 3, 'D010272': 2, 'D007411': 1, 'D005873': 0, 'D011528': 1, 'D004066': 4, 'D005767': 3, 'D007410': 2}
D005877	{'D009140': 3, 'D001847': 2, 'D001848': 1, 'D005877': 0, 'D001849': 1, 'D004700': 3, 'D010900': 2, 'D006964': 1}
D005878	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D006933': 1, 'D005878': 0, 'D009750': 4, 'D008659': 3}
D005879	{'D009422': 3, 'D002493': 3, 'D001927': 2, 'D001480': 1, 'D005879': 0, 'D009069': 2, 'D013981': 1, 'D019636': 2, 'D020271': 1, 'D009358': 3, 'D030342': 2, 'D001523': 3, 'D065886': 2}
D005882	{'D009057': 3, 'D009059': 2, 'D010510': 1, 'D005882': 0}
D005884	{'D013568': 4, 'D010335': 3, 'D006470': 2, 'D006472': 1, 'D005884': 0, 'D009057': 3, 'D009059': 2, 'D010510': 2, 'D005882': 1}
D005885	{'D009057': 5, 'D009059': 4, 'D010510': 3, 'D005882': 2, 'D019214': 1, 'D005885': 0}
D005886	{'D009057': 5, 'D009059': 4, 'D010510': 3, 'D005882': 2, 'D019214': 1, 'D005886': 0}
D005889	{'D009057': 4, 'D009059': 3, 'D010510': 2, 'D005882': 1, 'D005889': 0, 'D055093': 1}
D005891	{'D007239': 1, 'D005891': 0, 'D009057': 4, 'D009059': 3, 'D010510': 2, 'D005882': 1}
D005901	{'D005128': 2, 'D009798': 1, 'D005901': 0}
D005902	{'D005128': 3, 'D009798': 2, 'D005901': 1, 'D005902': 0}
D005909	{'D009369': 6, 'D009370': 5, 'D009373': 5, 'D017599': 4, 'D018302': 3, 'D005910': 2, 'D001254': 1, 'D005909': 0, 'D009375': 4, 'D009380': 5}
D005910	{'D009369': 4, 'D009370': 3, 'D009373': 3, 'D017599': 2, 'D018302': 1, 'D005910': 0, 'D009375': 2, 'D009380': 3}
D005911	{'D013568': 2, 'D010335': 1, 'D005911': 0}
D005921	{'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D009393': 1, 'D005921': 0, 'D052801': 4}
D005922	{'D007154': 2, 'D001327': 1, 'D005922': 0, 'D000091642': 5, 'D005261': 6, 'D052776': 5, 'D014570': 4, 'D007674': 3, 'D009393': 2, 'D005921': 1, 'D052801': 5}
D005923	{'D000091642': 5, 'D005261': 6, 'D052776': 5, 'D014570': 4, 'D007674': 3, 'D009393': 2, 'D005921': 1, 'D005923': 0, 'D052801': 5}
D005926	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D005926': 0, 'D009057': 3, 'D009059': 2, 'D014060': 1}
D005928	{'D009057': 3, 'D009059': 2, 'D014060': 1, 'D005928': 0}
D005929	{'D009057': 4, 'D009059': 3, 'D014060': 2, 'D005928': 1, 'D005929': 0}
D005935	{'D004700': 4, 'D004701': 3, 'D010190': 2, 'D018273': 1, 'D005935': 0, 'D009369': 5, 'D009370': 5, 'D009375': 4, 'D002277': 3, 'D000230': 2, 'D009371': 4, 'D004067': 3, 'D004066': 4, 'D010182': 3}
D005953	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D005953': 0, 'D009750': 5, 'D008659': 4}
D005955	{'D006425': 5, 'D006402': 4, 'D000740': 3, 'D000743': 2, 'D000745': 1, 'D005955': 0, 'D009358': 3, 'D030342': 2, 'D008661': 2, 'D002239': 1, 'D009750': 4, 'D008659': 3}
D005969	{'D045762': 5, 'D004798': 4, 'D010088': 3, 'D050891': 2, 'D000594': 1, 'D005969': 0}
D006008	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D002239': 1, 'D006008': 0, 'D009750': 4, 'D008659': 3}
D006009	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D020739': 2, 'D020140': 1, 'D006009': 0, 'D002239': 2, 'D006008': 1, 'D016464': 2, 'D009750': 5, 'D008659': 4, 'D001928': 3, 'D009422': 6, 'D002493': 5, 'D001927': 4}
D006010	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D006010': 0, 'D009750': 5, 'D008659': 4}
D006011	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D006011': 0, 'D009750': 5, 'D008659': 4}
D006012	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D006012': 0, 'D009750': 5, 'D008659': 4}
D006013	{'D009358': 5, 'D030342': 4, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D006013': 0, 'D009750': 5, 'D008659': 4}
D006014	{'D009422': 5, 'D009468': 4, 'D009135': 3, 'D020966': 2, 'D009136': 1, 'D006014': 0, 'D009140': 4, 'D009358': 3, 'D030342': 2, 'D008661': 3, 'D002239': 2, 'D006008': 1, 'D009750': 5, 'D008659': 4}
D006029	{'D009750': 3, 'D008659': 2, 'D044882': 1, 'D006029': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D014555': 1, 'D052801': 3}
D006030	{'D009358': 3, 'D030342': 2, 'D015499': 1, 'D006030': 0, 'D009750': 4, 'D008659': 3, 'D044882': 2, 'D006029': 1, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D014555': 2, 'D052801': 4}
D006042	{'D004700': 2, 'D013959': 1, 'D006042': 0}
D006053	{'D009140': 5, 'D001847': 5, 'D001848': 4, 'D004413': 3, 'D003394': 2, 'D008342': 1, 'D006053': 0, 'D009139': 4, 'D019465': 3, 'D009358': 6, 'D000013': 5}
D006059	{'D009358': 4, 'D000013': 3, 'D014564': 2, 'D012734': 1, 'D006059': 0, 'D004700': 3, 'D006058': 2, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D052801': 3}
D006069	{'D007239': 3, 'D003141': 3, 'D012749': 2, 'D015231': 1, 'D006069': 0, 'D001423': 3, 'D001424': 2, 'D016905': 2, 'D016870': 1, 'D000091642': 4, 'D000091662': 3}
D006073	{'D009140': 2, 'D007592': 2, 'D001168': 1, 'D006073': 0, 'D000070657': 1, 'D012216': 1, 'D009358': 4, 'D030342': 3, 'D008661': 2, 'D011686': 1, 'D009750': 4, 'D008659': 3}
D006083	{'D013568': 3, 'D010335': 2, 'D011183': 1, 'D006083': 0}
D006086	{'D007154': 1, 'D006086': 0}
D006099	{'D006425': 3, 'D008206': 2, 'D008232': 1, 'D006099': 0, 'D013568': 2, 'D010335': 1}
D006100	{'D007239': 3, 'D003141': 3, 'D012749': 2, 'D015231': 1, 'D006100': 0, 'D017437': 4, 'D012871': 3, 'D012874': 2, 'D017192': 1, 'D001423': 3, 'D001424': 2, 'D016905': 2, 'D004756': 1, 'D000091642': 4, 'D000091662': 3}
D006101	{'D009140': 2, 'D007571': 1, 'D006101': 0, 'D013568': 3, 'D010335': 2, 'D006099': 1, 'D009057': 2, 'D009059': 3, 'D010510': 2, 'D005882': 1}
D006102	{'D012140': 2, 'D015769': 1, 'D006102': 0, 'D007818': 1, 'D012120': 2, 'D012131': 1, 'D010038': 2, 'D013568': 4, 'D010335': 3, 'D006099': 2}
D006104	{'D013568': 3, 'D010335': 2, 'D006099': 1, 'D006104': 0}
D006105	{'D006425': 4, 'D006402': 3, 'D007960': 2, 'D010585': 1, 'D006105': 0, 'D009358': 3, 'D030342': 2, 'D040181': 1, 'D007154': 3, 'D007153': 2, 'D013568': 4, 'D010335': 3, 'D020969': 2, 'D002908': 1}
D006111	{'D005128': 3, 'D009916': 2, 'D005094': 1, 'D006111': 0, 'D004700': 3, 'D013959': 2, 'D006042': 1, 'D006980': 1, 'D007154': 2, 'D001327': 1}
D006175	{'D000091642': 3, 'D005261': 3, 'D052776': 2, 'D005831': 1, 'D006175': 0, 'D000091662': 2}
D006177	{'D017437': 3, 'D012871': 2, 'D001941': 1, 'D006177': 0}
D006192	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D016871': 1, 'D006192': 0}
D006201	{'D017437': 2, 'D012871': 1, 'D006201': 0}
D006212	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D019954': 2, 'D010468': 1, 'D006212': 0, 'D009422': 4, 'D001520': 3}
D006222	{'D009369': 1, 'D006222': 0}
D006223	{'D009369': 2, 'D006222': 1, 'D006223': 0, 'D009358': 3, 'D030342': 2, 'D009386': 1, 'D009378': 1}
D006226	{'D009140': 1, 'D006226': 0}
D006232	{'D007239': 6, 'D014777': 5, 'D012327': 4, 'D010850': 3, 'D004769': 2, 'D003384': 1, 'D006232': 0}
D006250	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D020157': 1, 'D006250': 0, 'D020739': 1, 'D015499': 2, 'D000608': 1, 'D009750': 4, 'D008659': 3, 'D001928': 2, 'D009422': 5, 'D002493': 4, 'D001927': 3, 'D000091642': 5, 'D005261': 6, 'D052776': 5, 'D014570': 4, 'D007674': 3, 'D052801': 5}
D006258	{'D009369': 2, 'D009371': 1, 'D006258': 0}
D006259	{'D014947': 2, 'D020196': 1, 'D006259': 0, 'D009422': 2}
D006261	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D006261': 0}
D006311	{'D010038': 2, 'D004427': 1, 'D006311': 0, 'D013568': 4, 'D012816': 3, 'D009461': 2, 'D012678': 1, 'D009422': 3}
D006312	{'D010038': 4, 'D004427': 3, 'D006311': 2, 'D034381': 1, 'D006312': 0, 'D013568': 6, 'D012816': 5, 'D009461': 4, 'D012678': 3, 'D009422': 5}
D006319	{'D010038': 4, 'D004427': 3, 'D006311': 2, 'D034381': 1, 'D006319': 0, 'D013568': 6, 'D012816': 5, 'D009461': 4, 'D012678': 3, 'D009422': 5}
D006322	{'D002318': 2, 'D006331': 1, 'D006322': 0, 'D014652': 2, 'D000783': 1}
D006323	{'D002318': 2, 'D006331': 1, 'D006323': 0}
D006327	{'D002318': 3, 'D006331': 2, 'D001145': 1, 'D006327': 0, 'D000075224': 1, 'D013568': 3, 'D010335': 2}
D006328	{'D003933': 4, 'D019937': 3, 'D003935': 2, 'D006334': 1, 'D006328': 0, 'D013812': 2, 'D002404': 1, 'D008919': 2}
D006330	{'D002318': 2, 'D018376': 1, 'D006330': 0, 'D006331': 1, 'D009358': 3, 'D000013': 2}
D006331	{'D002318': 1, 'D006331': 0}
D006332	{'D002318': 2, 'D006331': 1, 'D006332': 0, 'D013568': 3, 'D020763': 2, 'D006984': 1}
D006333	{'D002318': 2, 'D006331': 1, 'D006333': 0}
D006335	{'D014947': 2, 'D013898': 1, 'D006335': 0}
D006337	{'D013568': 2, 'D012816': 1, 'D006337': 0}
D006338	{'D002318': 2, 'D006331': 1, 'D006338': 0, 'D009369': 3, 'D009371': 2, 'D013899': 1}
D006339	{'D003933': 4, 'D019937': 3, 'D010808': 2, 'D055986': 1, 'D006339': 0, 'D002943': 3, 'D002320': 2, 'D006439': 1}
D006343	{'D002318': 3, 'D018376': 2, 'D006330': 1, 'D006343': 0, 'D006331': 2, 'D009358': 4, 'D000013': 3}
D006344	{'D002318': 4, 'D018376': 3, 'D006330': 2, 'D006343': 1, 'D006344': 0, 'D006331': 3, 'D009358': 5, 'D000013': 4}
D006345	{'D002318': 4, 'D018376': 3, 'D006330': 2, 'D006343': 1, 'D006345': 0, 'D006331': 3, 'D009358': 5, 'D000013': 4}
D006348	{'D013514': 2, 'D013504': 1, 'D006348': 0, 'D019616': 1}
D006349	{'D002318': 2, 'D006331': 1, 'D006349': 0}
D006359	{'D014947': 2, 'D018882': 1, 'D006359': 0}
D006362	{'D006425': 3, 'D006402': 3, 'D001796': 2, 'D010265': 1, 'D006362': 0, 'D008206': 2, 'D008232': 1, 'D007154': 3, 'D007160': 2}
D006373	{'D007239': 2, 'D010272': 1, 'D006373': 0}
D006391	{'D009369': 3, 'D009370': 2, 'D009383': 1, 'D006391': 0}
D006394	{'D009369': 3, 'D009370': 2, 'D018204': 2, 'D012509': 1, 'D006394': 0, 'D009383': 1}
D006395	{'D009140': 2, 'D007592': 1, 'D006395': 0, 'D013568': 3, 'D010335': 2, 'D006470': 1}
D006396	{'D013568': 4, 'D010335': 3, 'D006470': 2, 'D006471': 1, 'D006396': 0, 'D012816': 3, 'D012817': 2, 'D014839': 1, 'D004066': 3, 'D005767': 2}
D006400	{'D003933': 4, 'D019937': 3, 'D019411': 2, 'D006403': 1, 'D006400': 0, 'D008919': 3, 'D002943': 3, 'D001790': 2, 'D018056': 1}
D006402	{'D006425': 1, 'D006402': 0}
D006403	{'D003933': 3, 'D019937': 2, 'D019411': 1, 'D006403': 0, 'D008919': 2}
D006406	{'D013568': 3, 'D010335': 2, 'D006470': 1, 'D006406': 0}
D006407	{'D002318': 5, 'D014652': 4, 'D002561': 3, 'D020300': 1, 'D020198': 1, 'D006407': 0, 'D013568': 4, 'D010335': 3, 'D006470': 2, 'D006406': 1, 'D014947': 4, 'D020196': 3, 'D006259': 2, 'D009422': 4, 'D002493': 5, 'D001927': 4}
D006408	{'D002318': 5, 'D014652': 4, 'D002561': 3, 'D020300': 1, 'D020198': 1, 'D006408': 0, 'D013568': 4, 'D010335': 3, 'D006470': 2, 'D006406': 1, 'D014947': 4, 'D020196': 3, 'D006259': 2, 'D009422': 4, 'D002493': 5, 'D001927': 4}
D006417	{'D013568': 3, 'D010335': 2, 'D006470': 1, 'D006417': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D014555': 1, 'D052801': 3}
D006423	{'D005128': 3, 'D014786': 1, 'D001766': 1, 'D006423': 0, 'D013568': 5, 'D012816': 4, 'D009461': 3, 'D012678': 2, 'D009422': 4}
D006428	{'D013514': 3, 'D019637': 2, 'D000671': 1, 'D006428': 0}
D006429	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010243': 1, 'D006429': 0, 'D009422': 3}
D006432	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D008664': 1, 'D006432': 0, 'D009750': 4, 'D008659': 3, 'D019189': 2, 'D019190': 1}
D006440	{'D013812': 2, 'D017582': 1, 'D006440': 0, 'D013514': 2, 'D005112': 1}
D006453	{'D006425': 2, 'D006402': 1, 'D006453': 0, 'D009358': 2, 'D030342': 1}
D006456	{'D013568': 4, 'D012816': 3, 'D020924': 2, 'D011507': 1, 'D006456': 0, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D014555': 2, 'D052801': 4}
D006457	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000743': 1, 'D006457': 0, 'D001855': 2, 'D009190': 1}
D006461	{'D013568': 2, 'D010335': 1, 'D006461': 0, 'D055633': 2, 'D000937': 1}
D006463	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000743': 1, 'D006463': 0, 'D001791': 3, 'D013921': 2, 'D057049': 1, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D014511': 1, 'D052801': 4}
D006467	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D006467': 0, 'D020147': 1, 'D006474': 1, 'D009358': 3, 'D030342': 2}
D006470	{'D013568': 2, 'D010335': 1, 'D006470': 0}
D006471	{'D013568': 3, 'D010335': 2, 'D006470': 1, 'D006471': 0, 'D004066': 2, 'D005767': 1}
D006473	{'D013568': 4, 'D010335': 3, 'D006470': 2, 'D014592': 1, 'D006473': 0, 'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D007744': 1, 'D011644': 1}
D006474	{'D006425': 2, 'D006402': 1, 'D006474': 0}
D006479	{'D007239': 3, 'D000079426': 2, 'D001102': 1, 'D006479': 0, 'D017282': 1, 'D014777': 2, 'D012327': 2, 'D002044': 1, 'D006482': 1}
