MESH_ID	Dict_MESH
D017681	{'D006425': 4, 'D006402': 3, 'D007960': 2, 'D004802': 1, 'D017681': 0}
D017682	{'D002318': 2, 'D006331': 1, 'D017682': 0, 'D013568': 2, 'D012816': 1}
D017689	{'D009140': 3, 'D009139': 2, 'D017880': 1, 'D017689': 0, 'D009358': 4, 'D000013': 3}
D017695	{'D014947': 1, 'D017695': 0}
D017698	{'D012101': 4, 'D055703': 3, 'D002979': 2, 'D008593': 1, 'D017698': 0, 'D046468': 3}
D017699	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D017699': 0}
D017713	{'D013812': 4, 'D001691': 3, 'D001803': 2, 'D016913': 1, 'D017713': 0}
D017714	{'D007239': 1, 'D017714': 0}
D017719	{'D002318': 3, 'D014652': 2, 'D003925': 1, 'D017719': 0, 'D017437': 5, 'D012871': 4, 'D012883': 3, 'D007871': 2, 'D016523': 1, 'D004700': 4, 'D003920': 3, 'D048909': 2, 'D003929': 1}
D017728	{'D009369': 5, 'D009370': 4, 'D008223': 3, 'D008228': 2, 'D016399': 1, 'D017728': 0, 'D006425': 6, 'D008206': 5, 'D008232': 4, 'D007154': 6, 'D007160': 5}
D017731	{'D009369': 6, 'D009370': 5, 'D008223': 4, 'D008228': 3, 'D016399': 2, 'D016410': 1, 'D017731': 0, 'D006425': 7, 'D008206': 6, 'D008232': 5, 'D007154': 7, 'D007160': 6}
D017733	{'D013568': 4, 'D020763': 3, 'D007971': 2, 'D007972': 1, 'D017733': 0, 'D007239': 5, 'D014777': 4, 'D004266': 3, 'D006566': 2, 'D020031': 1, 'D009369': 4, 'D009371': 4, 'D006258': 3, 'D009062': 2, 'D011230': 3, 'D009057': 4, 'D009059': 3}
D017759	{'D014947': 2, 'D050723': 1, 'D017759': 0}
D017789	{'D013568': 3, 'D010335': 2, 'D006099': 1, 'D017789': 0}
D017825	{'D009358': 3, 'D030342': 2, 'D020271': 1, 'D017825': 0, 'D008661': 3, 'D020739': 2, 'D020279': 1, 'D009750': 5, 'D008659': 4, 'D001928': 3, 'D009422': 3, 'D002493': 4, 'D001927': 3, 'D056784': 2, 'D003711': 2, 'D019636': 2}
D017880	{'D009140': 2, 'D009139': 1, 'D017880': 0, 'D009358': 3, 'D000013': 2}
D017889	{'D005128': 3, 'D014603': 2, 'D007499': 1, 'D017889': 0}
D017890	{'D006425': 4, 'D008206': 3, 'D013158': 2, 'D013161': 1, 'D017890': 0, 'D014947': 3, 'D000007': 2, 'D012421': 2}
D017893	{'D013812': 4, 'D010789': 3, 'D014467': 2, 'D011701': 1, 'D017893': 0, 'D013514': 2, 'D005112': 1}
D018058	{'D010038': 2, 'D004427': 1, 'D018058': 0, 'D014947': 1}
D018149	{'D009750': 4, 'D008659': 3, 'D044882': 2, 'D006943': 1, 'D018149': 0}
D018159	{'D010038': 3, 'D004427': 2, 'D007759': 1, 'D018159': 0}
D018177	{'D007239': 4, 'D014777': 3, 'D012327': 2, 'D018178': 1, 'D018177': 0}
D018191	{'D009369': 4, 'D009370': 3, 'D018190': 2, 'D008202': 1, 'D018191': 0}
D018192	{'D009369': 4, 'D009370': 3, 'D018190': 2, 'D008203': 1, 'D018192': 0, 'D006425': 4, 'D008206': 3, 'D008232': 2, 'D007154': 4, 'D007160': 3, 'D018204': 2, 'D054973': 1}
D018196	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D018196': 0, 'D009375': 2, 'D002277': 1}
D018197	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D018197': 0}
D018201	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D018201': 0, 'D009371': 4, 'D014565': 3, 'D014571': 2, 'D007680': 1, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D052801': 4}
D018203	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D018203': 0, 'D018204': 3, 'D012509': 2, 'D036821': 1, 'D000091642': 6, 'D005261': 7, 'D052776': 6, 'D005831': 5, 'D014591': 4, 'D014594': 3, 'D016889': 2, 'D014565': 5, 'D005833': 4, 'D000091662': 6}
D018206	{'D009369': 4, 'D009370': 3, 'D018204': 2, 'D018205': 1, 'D018206': 0}
D018207	{'D009369': 4, 'D009370': 3, 'D018204': 2, 'D018205': 1, 'D018207': 0, 'D054973': 1}
D018208	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D018205': 2, 'D008080': 1, 'D018208': 0, 'D012509': 2}
D018210	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 2, 'D002812': 1, 'D018210': 0}
D018212	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 2, 'D005870': 1, 'D018212': 0, 'D018213': 1}
D018219	{'D009369': 6, 'D009370': 5, 'D018204': 4, 'D009372': 3, 'D018218': 2, 'D051642': 1, 'D018219': 0}
D018222	{'D009369': 6, 'D009370': 5, 'D018204': 4, 'D009372': 3, 'D018218': 2, 'D005350': 1, 'D018222': 0}
D018223	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 3, 'D018218': 2, 'D005354': 1, 'D018223': 0, 'D012509': 2}
D018226	{'D009369': 4, 'D009370': 3, 'D018204': 4, 'D009372': 3, 'D018218': 2, 'D018225': 1, 'D018226': 0, 'D009375': 2}
D018227	{'D009369': 4, 'D009370': 3, 'D018204': 2, 'D009372': 1, 'D018227': 0, 'D012509': 1}
D018232	{'D009369': 6, 'D009370': 5, 'D018204': 4, 'D009379': 3, 'D009217': 2, 'D012208': 1, 'D018232': 0, 'D012509': 3}
D018233	{'D009369': 6, 'D009370': 5, 'D018204': 4, 'D009379': 3, 'D009217': 2, 'D012208': 1, 'D018233': 0, 'D012509': 3}
D018234	{'D009369': 4, 'D009370': 3, 'D018204': 2, 'D009379': 1, 'D018234': 0, 'D012509': 1}
D018236	{'D009369': 3, 'D009370': 2, 'D009373': 1, 'D018236': 0}
D018239	{'D009369': 4, 'D009370': 3, 'D009373': 2, 'D018237': 1, 'D018239': 0}
D018240	{'D009369': 4, 'D009370': 3, 'D009373': 2, 'D008649': 1, 'D018240': 0}
D018241	{'D009369': 5, 'D009370': 4, 'D009373': 4, 'D017599': 3, 'D018302': 2, 'D018242': 1, 'D018241': 0, 'D009375': 3, 'D009380': 4}
D018242	{'D009369': 4, 'D009370': 3, 'D009373': 3, 'D017599': 2, 'D018302': 1, 'D018242': 0, 'D009375': 2, 'D009380': 3}
D018249	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D000236': 1, 'D018249': 0}
D018254	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D000236': 1, 'D018254': 0, 'D018301': 1}
D018266	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 2, 'D000230': 1, 'D018266': 0, 'D018294': 1}
D018268	{'D004700': 4, 'D000307': 3, 'D000303': 2, 'D000306': 1, 'D018268': 0, 'D000310': 2, 'D004701': 3, 'D009369': 5, 'D009370': 4, 'D009375': 3, 'D002277': 2, 'D000230': 1, 'D009371': 4}
D018270	{'D017437': 4, 'D012871': 3, 'D001941': 2, 'D001943': 1, 'D018270': 0, 'D009369': 3, 'D009370': 4, 'D009375': 3, 'D002277': 3, 'D000230': 2, 'D044584': 1, 'D018299': 2, 'D009371': 2}
D018273	{'D004700': 3, 'D004701': 2, 'D010190': 1, 'D018273': 0, 'D009369': 4, 'D009370': 4, 'D009375': 3, 'D002277': 2, 'D000230': 1, 'D009371': 3, 'D004067': 2, 'D004066': 3, 'D010182': 2}
D018275	{'D017437': 4, 'D012871': 3, 'D001941': 2, 'D001943': 1, 'D018275': 0, 'D009369': 3, 'D009370': 3, 'D009375': 2, 'D002277': 2, 'D000230': 1, 'D018299': 1, 'D009371': 2}
D018277	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 2, 'D000230': 1, 'D018277': 0, 'D018297': 1}
D018278	{'D009369': 5, 'D009370': 4, 'D009373': 3, 'D017599': 2, 'D018358': 1, 'D018278': 0, 'D009375': 3, 'D002277': 2, 'D000230': 1, 'D009380': 3}
D018279	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 2, 'D000230': 1, 'D018279': 0, 'D018297': 1}
D018281	{'D009369': 5, 'D009370': 4, 'D009375': 3, 'D002277': 2, 'D000230': 1, 'D018281': 0}
D018288	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 1, 'D018288': 0}
D018290	{'D018290': 0}
D018302	{'D009369': 3, 'D009370': 2, 'D009373': 2, 'D017599': 1, 'D018302': 0, 'D009375': 1, 'D009380': 2}
D018303	{'D009369': 5, 'D009370': 4, 'D009373': 4, 'D017599': 3, 'D018302': 2, 'D005910': 1, 'D018303': 0, 'D009375': 3, 'D009380': 4}
D018304	{'D009369': 7, 'D009370': 6, 'D009373': 6, 'D017599': 5, 'D018302': 4, 'D018242': 3, 'D018241': 2, 'D009447': 1, 'D018304': 0, 'D009375': 5, 'D009380': 6, 'D009422': 3, 'D003389': 2, 'D020431': 1}
D018305	{'D009369': 7, 'D009370': 6, 'D009373': 6, 'D017599': 5, 'D018302': 4, 'D018242': 3, 'D018241': 2, 'D009447': 1, 'D018305': 0, 'D009375': 5, 'D009380': 6}
D018316	{'D009369': 5, 'D009370': 4, 'D009373': 4, 'D017599': 3, 'D018302': 2, 'D005910': 1, 'D018316': 0, 'D009375': 3, 'D009380': 4}
D018319	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 3, 'D018218': 2, 'D005354': 1, 'D018319': 0, 'D012509': 2, 'D009380': 3, 'D018317': 2, 'D009455': 1, 'D009422': 5, 'D009423': 4, 'D010524': 3, 'D009468': 5, 'D010523': 4}
D018322	{'D009369': 3, 'D009370': 2, 'D009383': 1, 'D018322': 0}
D018325	{'D009369': 5, 'D009370': 4, 'D009383': 3, 'D006391': 2, 'D018324': 1, 'D018325': 0}
D018327	{'D009369': 4, 'D009370': 3, 'D009373': 4, 'D017599': 3, 'D018358': 2, 'D008545': 1, 'D018327': 0, 'D009380': 4, 'D018326': 2}
D018335	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D018335': 0}
D018352	{'D007239': 5, 'D014777': 4, 'D012327': 3, 'D030341': 2, 'D003333': 1, 'D018352': 0}
D018357	{'D007239': 6, 'D014777': 5, 'D012327': 4, 'D018701': 3, 'D018184': 2, 'D018186': 1, 'D018357': 0}
D018358	{'D009369': 4, 'D009370': 3, 'D009373': 2, 'D017599': 1, 'D018358': 0, 'D009380': 2}
D018366	{'D002318': 3, 'D014652': 2, 'D014657': 1, 'D018366': 0, 'D007154': 3, 'D006967': 2, 'D007105': 1, 'D017437': 3, 'D012871': 2, 'D017445': 1}
D018376	{'D002318': 1, 'D018376': 0, 'D009358': 2, 'D000013': 1}
D018382	{'D004700': 3, 'D013959': 2, 'D006981': 1, 'D018382': 0}
D018410	{'D007239': 3, 'D001423': 2, 'D001424': 1, 'D018410': 0, 'D012141': 2, 'D011014': 1, 'D012140': 3, 'D008171': 2}
D018437	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D010243': 2, 'D010264': 1, 'D018437': 0, 'D009422': 4}
D018438	{'D002318': 3, 'D014652': 2, 'D016769': 4, 'D004617': 3, 'D004620': 2, 'D017700': 1, 'D018438': 0, 'D016491': 1}
D018442	{'D009369': 5, 'D009370': 4, 'D008223': 3, 'D008228': 2, 'D016393': 1, 'D018442': 0, 'D006425': 6, 'D008206': 5, 'D008232': 4, 'D007154': 6, 'D007160': 5}
D018450	{'D013568': 3, 'D010335': 2, 'D020969': 1, 'D018450': 0}
D018455	{'D006425': 3, 'D006402': 2, 'D001778': 1, 'D018455': 0, 'D001796': 1, 'D019851': 1}
D018458	{'D013568': 6, 'D012816': 5, 'D009461': 4, 'D019954': 3, 'D003244': 2, 'D014474': 1, 'D018458': 0, 'D009422': 4, 'D002493': 3, 'D001927': 2, 'D001925': 1}
D018459	{'D017437': 4, 'D012871': 3, 'D017444': 2, 'D017512': 1, 'D018459': 0}
D018460	{'D014947': 2, 'D050723': 1, 'D018460': 0}
D018461	{'D007239': 1, 'D018461': 0}
D018476	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D020820': 1, 'D018476': 0, 'D009422': 3}
D018487	{'D002318': 3, 'D006331': 2, 'D018754': 1, 'D018487': 0}
D018493	{'D002943': 2, 'D002320': 1, 'D018493': 0}
D018496	{'D013568': 3, 'D012816': 2, 'D012818': 1, 'D018496': 0}
D018497	{'D002318': 3, 'D006331': 2, 'D018754': 1, 'D018497': 0}
D018500	{'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D003919': 1, 'D018500': 0, 'D052801': 4}
D018549	{'D012140': 6, 'D008171': 5, 'D017563': 4, 'D011658': 3, 'D054990': 2, 'D054988': 1, 'D018549': 0, 'D001982': 5, 'D001991': 4, 'D001988': 3, 'D001989': 2, 'D000092124': 1, 'D008173': 5}
D018589	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010243': 1, 'D018589': 0, 'D004066': 3, 'D005767': 2, 'D013272': 1}
D018633	{'D002318': 3, 'D018376': 2, 'D054079': 1, 'D018633': 0, 'D006331': 2, 'D006349': 1, 'D009358': 4, 'D000013': 3}
D018636	{'D002318': 3, 'D018376': 2, 'D006330': 1, 'D018636': 0, 'D006331': 2, 'D009358': 4, 'D000013': 3}
D018655	{'D003933': 6, 'D019937': 5, 'D019411': 4, 'D003584': 4, 'D002452': 3, 'D001772': 2, 'D007958': 1, 'D018655': 0, 'D006403': 3, 'D008919': 5, 'D002468': 4, 'D002943': 4, 'D001790': 3}
D018677	{'D014947': 1, 'D018677': 0, 'D009057': 2, 'D014076': 1}
D018746	{'D013568': 3, 'D010335': 2, 'D007249': 1, 'D018746': 0, 'D012769': 1}
D018754	{'D002318': 2, 'D006331': 1, 'D018754': 0}
D018761	{'D009358': 4, 'D030342': 3, 'D009386': 2, 'D009377': 1, 'D018761': 0, 'D004700': 3, 'D004701': 2, 'D009369': 3, 'D009371': 3, 'D009378': 2}
D018763	{'D055687': 2, 'D009142': 1, 'D018763': 0}
D018771	{'D009140': 2, 'D007592': 1, 'D018771': 0, 'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D011579': 4, 'D011603': 3, 'D012677': 2, 'D055687': 4, 'D009424': 3}
D018777	{'D007154': 3, 'D006967': 2, 'D018876': 1, 'D018777': 0, 'D007280': 2}
D018781	{'D009422': 5, 'D002493': 4, 'D001927': 3, 'D020773': 2, 'D051270': 1, 'D018781': 0}
D018784	{'D007239': 3, 'D013492': 2, 'D000038': 1, 'D018784': 0}
D018785	{'D002318': 3, 'D018376': 2, 'D006330': 1, 'D018785': 0, 'D006331': 2, 'D006349': 1, 'D009358': 4, 'D000013': 3}
D018792	{'D007239': 3, 'D002494': 2, 'D020805': 1, 'D018792': 0, 'D000069544': 1, 'D014777': 2, 'D009422': 4, 'D002493': 3, 'D001927': 3, 'D004660': 2, 'D000090862': 3}
D018798	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000747': 1, 'D018798': 0, 'D009750': 4, 'D008659': 3, 'D019189': 2, 'D000090463': 1}
D018804	{'D007239': 5, 'D014777': 4, 'D012327': 3, 'D002044': 2, 'D018778': 1, 'D018804': 0, 'D012140': 3, 'D012120': 2, 'D012131': 1}
D018805	{'D007239': 1, 'D018805': 0, 'D013568': 4, 'D010335': 3, 'D007249': 2, 'D018746': 1}
D018813	{'D009358': 4, 'D030342': 3, 'D009386': 2, 'D009377': 1, 'D018813': 0, 'D004700': 3, 'D004701': 2, 'D009369': 3, 'D009371': 3, 'D009378': 2}
D018814	{'D009358': 4, 'D030342': 3, 'D009386': 2, 'D009377': 1, 'D018814': 0, 'D004700': 3, 'D004701': 2, 'D009369': 3, 'D009371': 3, 'D009378': 2}
D018856	{'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D001745': 2, 'D003556': 1, 'D018856': 0, 'D052801': 4}
D018860	{'D002318': 3, 'D014652': 2, 'D002561': 1, 'D018860': 0, 'D017437': 3, 'D012871': 2, 'D017445': 1, 'D009422': 4, 'D002493': 3, 'D001927': 2}
D018877	{'D007154': 3, 'D006967': 2, 'D018876': 1, 'D018877': 0, 'D007280': 2}
D018879	{'D002318': 4, 'D006331': 3, 'D001145': 2, 'D005117': 1, 'D018879': 0, 'D000075224': 2, 'D013568': 4, 'D010335': 3}
D018882	{'D014947': 1, 'D018882': 0}
D018883	{'D014947': 2, 'D018882': 1, 'D018883': 0}
D018887	{'D009422': 5, 'D002493': 4, 'D001927': 3, 'D004827': 2, 'D000073376': 1, 'D018887': 0}
D018893	{'D008919': 2, 'D007507': 1, 'D018893': 0}
D018908	{'D009422': 3, 'D009461': 2, 'D020879': 1, 'D018908': 0, 'D009140': 2, 'D009135': 1, 'D013568': 2, 'D010335': 1, 'D012816': 3}
D018917	{'D009422': 3, 'D003389': 2, 'D009901': 1, 'D018917': 0, 'D005128': 2, 'D002318': 2, 'D014652': 1}
D018921	{'D006425': 3, 'D006402': 2, 'D007960': 1, 'D018921': 0}
D018923	{'D009784': 1, 'D018923': 0}
D018979	{'D009140': 3, 'D009135': 2, 'D009220': 1, 'D018979': 0, 'D009422': 4, 'D009468': 3}
D018980	{'D002318': 6, 'D006331': 5, 'D006349': 4, 'D000082862': 3, 'D001024': 2, 'D021921': 1, 'D018980': 0, 'D009358': 3, 'D000013': 2, 'D025063': 1, 'D030342': 2, 'D009422': 4, 'D009461': 3, 'D019954': 2, 'D008607': 1}
D018988	{'D008827': 2, 'D018407': 1, 'D018988': 0}
D019042	{'D009140': 2, 'D009135': 1, 'D019042': 0, 'D009369': 3, 'D009371': 2, 'D012983': 1}
D019043	{'D002318': 2, 'D014652': 1, 'D019043': 0, 'D009369': 3, 'D009371': 2, 'D012983': 1}
D019052	{'D001523': 3, 'D019964': 2, 'D003866': 1, 'D019052': 0, 'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D011644': 1}
D019053	{'D007239': 4, 'D003141': 3, 'D000086982': 2, 'D015658': 1, 'D019053': 0, 'D012749': 3, 'D015229': 2, 'D007154': 3, 'D007153': 2, 'D014777': 3, 'D012327': 4, 'D012192': 3, 'D016180': 2, 'D004066': 3, 'D005767': 2, 'D007410': 1, 'D000091642': 5, 'D000091662': 4}
D019072	{'D013812': 3, 'D004358': 2, 'D018890': 1, 'D019072': 0, 'D011292': 1}
D019080	{'D017437': 3, 'D012871': 2, 'D010859': 1, 'D019080': 0, 'D013568': 3, 'D012816': 2, 'D012877': 1}
D019106	{'D013568': 3, 'D010335': 2, 'D006470': 1, 'D019106': 0, 'D011183': 1}
D019115	{'D009140': 2, 'D005208': 1, 'D019115': 0}
D019121	{'D007239': 4, 'D001423': 3, 'D001424': 2, 'D016905': 1, 'D019121': 0}
D019142	{'D007239': 4, 'D014777': 3, 'D012327': 2, 'D006482': 1, 'D019142': 0, 'D018701': 2, 'D018702': 1}
D019152	{'D003933': 4, 'D019937': 3, 'D019411': 2, 'D013048': 1, 'D019152': 0, 'D013812': 2, 'D004322': 1, 'D011677': 1, 'D013514': 2, 'D008919': 3}
D019189	{'D009750': 2, 'D008659': 1, 'D019189': 0}
D019190	{'D009750': 3, 'D008659': 2, 'D019189': 1, 'D019190': 0}
D019210	{'D046911': 3, 'D046912': 2, 'D014336': 1, 'D019210': 0, 'D011108': 4, 'D001704': 3, 'D008840': 2, 'D000602': 5, 'D011506': 4, 'D003285': 3, 'D009124': 2, 'D003598': 3}
D019226	{'D009057': 2, 'D009059': 1, 'D019226': 0}
D019247	{'D007239': 4, 'D003141': 3, 'D000086982': 2, 'D015658': 1, 'D019247': 0, 'D012749': 3, 'D015229': 2, 'D009750': 3, 'D008659': 2, 'D019282': 1, 'D009748': 2, 'D007154': 3, 'D007153': 2, 'D014777': 3, 'D012327': 4, 'D012192': 3, 'D016180': 2, 'D000091642': 5, 'D000091662': 4}
D019263	{'D001523': 3, 'D019964': 2, 'D003866': 1, 'D019263': 0}
D019270	{'D002241': 3, 'D000606': 2, 'D006595': 1, 'D019270': 0}
D019280	{'D009358': 3, 'D000013': 2, 'D000015': 1, 'D019280': 0, 'D025063': 1, 'D030342': 2}
D019283	{'D004066': 3, 'D010182': 2, 'D010195': 1, 'D019283': 0}
D019305	{'D009422': 5, 'D002493': 4, 'D001927': 3, 'D004827': 2, 'D004828': 1, 'D019305': 0, 'D000073376': 1}
D019310	{'D006425': 2, 'D008206': 1, 'D019310': 0}
D019320	{'D002318': 4, 'D014652': 3, 'D016769': 2, 'D013923': 1, 'D019320': 0}
D019337	{'D006425': 2, 'D006402': 1, 'D019337': 0, 'D009369': 2, 'D009371': 1}
D019338	{'D013812': 2, 'D004358': 1, 'D019338': 0, 'D005159': 5, 'D006296': 4, 'D006300': 3, 'D000069342': 2, 'D000088922': 1, 'D017530': 6, 'D003695': 5, 'D001294': 4}
D019396	{'D000602': 2, 'D010455': 1, 'D019396': 0, 'D001685': 3, 'D000941': 2, 'D000951': 1, 'D015415': 2, 'D014408': 1}
D019449	{'D004066': 5, 'D005767': 4, 'D005759': 3, 'D004751': 2, 'D007079': 1, 'D019449': 0, 'D007410': 3, 'D007077': 2}
D019466	{'D055585': 3, 'D055620': 2, 'D008027': 1, 'D019466': 0, 'D009799': 1}
D019512	{'D064419': 4, 'D019966': 3, 'D019973': 2, 'D020751': 1, 'D019512': 0, 'D004066': 3, 'D010182': 2, 'D010195': 1}
D019522	{'D000091642': 4, 'D005261': 4, 'D052776': 3, 'D005831': 2, 'D014623': 1, 'D019522': 0, 'D000091662': 3}
D019547	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D019547': 0}
D019559	{'D002318': 2, 'D014652': 1, 'D019559': 0}
D019562	{'D003933': 4, 'D019937': 3, 'D019411': 2, 'D008828': 1, 'D019562': 0, 'D008919': 3, 'D008827': 2, 'D018406': 1}
D019567	{'D014947': 1, 'D019567': 0}
D019571	{'D002318': 3, 'D018376': 2, 'D006330': 1, 'D019571': 0, 'D006331': 2, 'D009202': 1, 'D009358': 4, 'D000013': 3}
D019572	{'D005128': 2, 'D005134': 1, 'D019572': 0, 'D012164': 1, 'D009369': 3, 'D009371': 2}
D019574	{'D005128': 2, 'D009901': 1, 'D019574': 0, 'D009369': 4, 'D009371': 3, 'D009423': 2, 'D003390': 1, 'D010524': 2, 'D009422': 3, 'D003389': 2}
D019575	{'D005128': 3, 'D014786': 2, 'D001766': 1, 'D019575': 0, 'D013568': 6, 'D012816': 5, 'D009461': 4, 'D012678': 3, 'D009422': 5}
D019578	{'D009422': 3, 'D001342': 2, 'D054969': 1, 'D019578': 0, 'D002493': 2, 'D001927': 2, 'D001480': 1, 'D009069': 1, 'D019636': 2, 'D000080874': 1}
D019584	{'D013568': 2, 'D012816': 1, 'D019584': 0}
D019585	{'D009422': 3, 'D002493': 2, 'D001927': 1, 'D019585': 0}
D019586	{'D009422': 3, 'D002493': 2, 'D001927': 1, 'D019586': 0}
D019588	{'D013568': 2, 'D012816': 1, 'D019588': 0}
D019616	{'D013514': 1, 'D019616': 0}
D019636	{'D009422': 1, 'D019636': 0}
D019645	{'D013514': 3, 'D019637': 3, 'D001178': 2, 'D019643': 1, 'D019645': 0, 'D019919': 2, 'D019651': 3}
D019651	{'D013514': 1, 'D019651': 0}
D019654	{'D013514': 3, 'D013508': 2, 'D054140': 1, 'D019654': 0}
D019687	{'D000091642': 4, 'D005261': 3, 'D052776': 3, 'D005831': 2, 'D014591': 1, 'D019687': 0, 'D011248': 2, 'D007744': 1, 'D000091662': 3}
D019693	{'D007154': 2, 'D001327': 1, 'D019693': 0, 'D004066': 4, 'D008107': 3, 'D006505': 2, 'D006521': 1}
D019694	{'D007239': 4, 'D003141': 3, 'D000086982': 2, 'D006509': 1, 'D019694': 0, 'D014777': 3, 'D004266': 3, 'D018347': 2, 'D006525': 2, 'D004066': 4, 'D008107': 3, 'D006505': 2, 'D006521': 1, 'D013568': 5, 'D010335': 4, 'D020969': 3, 'D002908': 2}
D019698	{'D007239': 4, 'D003141': 3, 'D000086982': 2, 'D006526': 1, 'D019698': 0, 'D014777': 3, 'D006525': 2, 'D012327': 3, 'D018178': 2, 'D004066': 4, 'D008107': 3, 'D006505': 2, 'D006521': 1, 'D013568': 5, 'D010335': 4, 'D020969': 3, 'D002908': 2}
D019838	{'D014947': 1, 'D019838': 0}
D019846	{'D005128': 2, 'D015835': 1, 'D019846': 0, 'D007154': 5, 'D001327': 4, 'D020274': 3, 'D011129': 2, 'D020275': 1, 'D009422': 3, 'D002493': 3, 'D001927': 2, 'D002526': 1, 'D003389': 2, 'D003711': 3, 'D009468': 5, 'D010523': 4, 'D011115': 3}
D019851	{'D006425': 2, 'D006402': 1, 'D019851': 0}
D019867	{'D007154': 2, 'D001327': 1, 'D019867': 0, 'D012140': 3, 'D008171': 2, 'D017563': 1, 'D000091642': 5, 'D005261': 6, 'D052776': 5, 'D014570': 4, 'D007674': 3, 'D009393': 2, 'D005921': 1, 'D052801': 5}
D019871	{'D006425': 5, 'D006402': 4, 'D001855': 3, 'D000080983': 2, 'D000080984': 1, 'D019871': 0, 'D009358': 3, 'D000013': 2, 'D012868': 1, 'D030342': 2, 'D040181': 1, 'D012873': 1, 'D017437': 3, 'D012871': 2}
D019873	{'D007154': 4, 'D007160': 3, 'D010265': 2, 'D008998': 1, 'D019873': 0}
D019896	{'D009358': 2, 'D030342': 1, 'D019896': 0, 'D013568': 4, 'D010335': 3, 'D004646': 2, 'D013352': 1, 'D012140': 2, 'D008171': 1, 'D004066': 2, 'D008107': 1}
D019928	{'D013812': 3, 'D003357': 2, 'D016462': 1, 'D019928': 0, 'D013514': 2, 'D019919': 1, 'D019651': 2}
D019955	{'D001523': 3, 'D065886': 2, 'D019958': 1, 'D019955': 0}
D019956	{'D001523': 2, 'D065886': 1, 'D019956': 0}
D019957	{'D001523': 2, 'D065886': 1, 'D019957': 0}
D019958	{'D001523': 2, 'D065886': 1, 'D019958': 0}
D019964	{'D001523': 1, 'D019964': 0}
D019965	{'D001523': 1, 'D019965': 0}
D019966	{'D064419': 1, 'D019966': 0, 'D001523': 1}
D019973	{'D064419': 2, 'D019966': 1, 'D019973': 0, 'D001523': 2}
D019987	{'D009272': 2, 'D006233': 1, 'D019987': 0}
D020010	{'D001520': 4, 'D001519': 3, 'D012725': 2, 'D019529': 1, 'D020010': 0, 'D012101': 3, 'D055703': 2}
D020016	{'D006425': 3, 'D006402': 2, 'D001778': 2, 'D025861': 1, 'D020016': 0, 'D020147': 1, 'D019851': 1, 'D009358': 3, 'D030342': 2}
D020018	{'D001523': 1, 'D020018': 0}
D020019	{'D007239': 4, 'D002494': 3, 'D020807': 2, 'D020809': 1, 'D020019': 0, 'D010272': 3, 'D006373': 4, 'D002590': 3, 'D013622': 2, 'D003551': 1, 'D009422': 5, 'D002493': 4}
D020031	{'D007239': 3, 'D014777': 2, 'D004266': 2, 'D006566': 1, 'D020031': 0, 'D014412': 1}
D020042	{'D006425': 3, 'D008206': 2, 'D008199': 1, 'D020042': 0}
D020047	{'D013568': 3, 'D020763': 2, 'D006547': 1, 'D020047': 0, 'D004066': 4, 'D005767': 3, 'D007410': 2, 'D012002': 1}
D020065	{'D012140': 2, 'D008171': 1, 'D020065': 0, 'D004066': 2, 'D008107': 1}
D020083	{'D009140': 4, 'D001847': 3, 'D001848': 2, 'D010009': 1, 'D020083': 0}
D020096	{'D007239': 3, 'D001423': 2, 'D009181': 1, 'D020096': 0}
D020107	{'D046911': 3, 'D046912': 2, 'D014336': 1, 'D020107': 0, 'D011108': 4, 'D001704': 3, 'D008840': 2, 'D000602': 5, 'D011506': 4, 'D003285': 3, 'D009124': 2, 'D003598': 3}
